port_transport_number;port;transport;transport_number;service_name;description
357_6;357;tcp;6;bhevent;bhevent
357_17;357;udp;17;bhevent;bhevent
358_6;358;tcp;6;shrinkwrap;Shrinkwrap
358_17;358;udp;17;shrinkwrap;Shrinkwrap
359_6;359;tcp;6;nsrmp;Network Security Risk Management Protocol
359_17;359;udp;17;nsrmp;Network Security Risk Management Protocol
360_6;360;tcp;6;scoi2odialog;scoi2odialog
360_17;360;udp;17;scoi2odialog;scoi2odialog
361_6;361;tcp;6;semantix;Semantix
361_17;361;udp;17;semantix;Semantix
362_6;362;tcp;6;srssend;SRS Send
362_17;362;udp;17;srssend;SRS Send
363_6;363;tcp;6;rsvp-tunnel;"RSVP Tunnel IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
363_17;363;udp;17;rsvp-tunnel;"RSVP Tunnel IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
364_6;364;tcp;6;aurora-cmgr;Aurora CMGR
364_17;364;udp;17;aurora-cmgr;Aurora CMGR
365_6;365;tcp;6;dtk;DTK
365_17;365;udp;17;dtk;DTK
366_6;366;tcp;6;odmr;ODMR
366_17;366;udp;17;odmr;ODMR
367_6;367;tcp;6;mortgageware;MortgageWare
367_17;367;udp;17;mortgageware;MortgageWare
368_6;368;tcp;6;qbikgdp;QbikGDP
368_17;368;udp;17;qbikgdp;QbikGDP
369_6;369;tcp;6;rpc2portmap;rpc2portmap
369_17;369;udp;17;rpc2portmap;rpc2portmap
370_6;370;tcp;6;codaauth2;codaauth2
370_17;370;udp;17;codaauth2;codaauth2
371_6;371;tcp;6;clearcase;Clearcase
371_17;371;udp;17;clearcase;Clearcase
372_6;372;tcp;6;ulistproc;ListProcessor
372_17;372;udp;17;ulistproc;ListProcessor
373_6;373;tcp;6;legent-1;Legent Corporation
373_17;373;udp;17;legent-1;Legent Corporation
374_6;374;tcp;6;legent-2;Legent Corporation
374_17;374;udp;17;legent-2;Legent Corporation
375_6;375;tcp;6;hassle;Hassle
375_17;375;udp;17;hassle;Hassle
376_6;376;tcp;6;nip;Amiga Envoy Network Inquiry Protocol
376_17;376;udp;17;nip;Amiga Envoy Network Inquiry Protocol
377_6;377;tcp;6;tnETOS;NEC Corporation
377_17;377;udp;17;tnETOS;NEC Corporation
378_6;378;tcp;6;dsETOS;NEC Corporation
378_17;378;udp;17;dsETOS;NEC Corporation
379_6;379;tcp;6;is99c;TIA/EIA/IS-99 modem client
379_17;379;udp;17;is99c;TIA/EIA/IS-99 modem client
380_6;380;tcp;6;is99s;TIA/EIA/IS-99 modem server
380_17;380;udp;17;is99s;TIA/EIA/IS-99 modem server
381_6;381;tcp;6;hp-collector;hp performance data collector
381_17;381;udp;17;hp-collector;hp performance data collector
382_6;382;tcp;6;hp-managed-node;hp performance data managed node
382_17;382;udp;17;hp-managed-node;hp performance data managed node
383_6;383;tcp;6;hp-alarm-mgr;hp performance data alarm manager
383_17;383;udp;17;hp-alarm-mgr;hp performance data alarm manager
384_6;384;tcp;6;arns;A Remote Network Server System
384_17;384;udp;17;arns;A Remote Network Server System
385_6;385;tcp;6;ibm-app;IBM Application
385_17;385;udp;17;ibm-app;IBM Application
386_6;386;tcp;6;asa;ASA Message Router Object Def.
386_17;386;udp;17;asa;ASA Message Router Object Def.
387_6;387;tcp;6;aurp;Appletalk Update-Based Routing Pro.
387_17;387;udp;17;aurp;Appletalk Update-Based Routing Pro.
388_6;388;tcp;6;unidata-ldm;Unidata LDM
388_17;388;udp;17;unidata-ldm;Unidata LDM
389_6;389;tcp;6;ldap;Lightweight Directory Access Protocol
389_17;389;udp;17;ldap;Lightweight Directory Access Protocol
390_6;390;tcp;6;uis;UIS
390_17;390;udp;17;uis;UIS
391_6;391;tcp;6;synotics-relay;SynOptics SNMP Relay Port
391_17;391;udp;17;synotics-relay;SynOptics SNMP Relay Port
392_6;392;tcp;6;synotics-broker;SynOptics Port Broker Port
392_17;392;udp;17;synotics-broker;SynOptics Port Broker Port
393_6;393;tcp;6;meta5;Meta5
393_17;393;udp;17;meta5;Meta5
394_6;394;tcp;6;embl-ndt;EMBL Nucleic Data Transfer
394_17;394;udp;17;embl-ndt;EMBL Nucleic Data Transfer
395_6;395;tcp;6;netcp;NetScout Control Protocol
395_17;395;udp;17;netcp;NetScout Control Protocol
396_6;396;tcp;6;netware-ip;Novell Netware over IP
396_17;396;udp;17;netware-ip;Novell Netware over IP
397_6;397;tcp;6;mptn;Multi Protocol Trans. Net.
397_17;397;udp;17;mptn;Multi Protocol Trans. Net.
398_6;398;tcp;6;kryptolan;Kryptolan
398_17;398;udp;17;kryptolan;Kryptolan
399_6;399;tcp;6;iso-tsap-c2;ISO Transport Class 2 Non-Control over TCP
399_17;399;udp;17;iso-tsap-c2;ISO Transport Class 2 Non-Control over UDP
400_6;400;tcp;6;osb-sd;Oracle Secure Backup
400_17;400;udp;17;osb-sd;Oracle Secure Backup
401_6;401;tcp;6;ups;Uninterruptible Power Supply
401_17;401;udp;17;ups;Uninterruptible Power Supply
402_6;402;tcp;6;genie;Genie Protocol
402_17;402;udp;17;genie;Genie Protocol
403_6;403;tcp;6;decap;decap
403_17;403;udp;17;decap;decap
404_6;404;tcp;6;nced;nced
404_17;404;udp;17;nced;nced
405_6;405;tcp;6;ncld;ncld
405_17;405;udp;17;ncld;ncld
406_6;406;tcp;6;imsp;Interactive Mail Support Protocol
406_17;406;udp;17;imsp;Interactive Mail Support Protocol
407_6;407;tcp;6;timbuktu;Timbuktu
407_17;407;udp;17;timbuktu;Timbuktu
408_6;408;tcp;6;prm-sm;Prospero Resource Manager Sys. Man.
408_17;408;udp;17;prm-sm;Prospero Resource Manager Sys. Man.
409_6;409;tcp;6;prm-nm;Prospero Resource Manager Node Man.
409_17;409;udp;17;prm-nm;Prospero Resource Manager Node Man.
410_6;410;tcp;6;decladebug;DECLadebug Remote Debug Protocol
410_17;410;udp;17;decladebug;DECLadebug Remote Debug Protocol
411_6;411;tcp;6;rmt;Remote MT Protocol
411_17;411;udp;17;rmt;Remote MT Protocol
412_6;412;tcp;6;synoptics-trap;Trap Convention Port
412_17;412;udp;17;synoptics-trap;Trap Convention Port
413_6;413;tcp;6;smsp;Storage Management Services Protocol
413_17;413;udp;17;smsp;Storage Management Services Protocol
414_6;414;tcp;6;infoseek;InfoSeek
414_17;414;udp;17;infoseek;InfoSeek
415_6;415;tcp;6;bnet;BNet
415_17;415;udp;17;bnet;BNet
416_6;416;tcp;6;silverplatter;Silverplatter
416_17;416;udp;17;silverplatter;Silverplatter
417_6;417;tcp;6;onmux;Onmux
417_17;417;udp;17;onmux;Onmux
418_6;418;tcp;6;hyper-g;Hyper-G
418_17;418;udp;17;hyper-g;Hyper-G
419_6;419;tcp;6;ariel1;Ariel 1
419_17;419;udp;17;ariel1;Ariel 1
420_6;420;tcp;6;smpte;SMPTE
420_17;420;udp;17;smpte;SMPTE
421_6;421;tcp;6;ariel2;Ariel 2
421_17;421;udp;17;ariel2;Ariel 2
422_6;422;tcp;6;ariel3;Ariel 3
422_17;422;udp;17;ariel3;Ariel 3
423_6;423;tcp;6;opc-job-start;IBM Operations Planning and Control Start
423_17;423;udp;17;opc-job-start;IBM Operations Planning and Control Start
424_6;424;tcp;6;opc-job-track;IBM Operations Planning and Control Track
424_17;424;udp;17;opc-job-track;IBM Operations Planning and Control Track
425_6;425;tcp;6;icad-el;ICAD
425_17;425;udp;17;icad-el;ICAD
426_6;426;tcp;6;smartsdp;smartsdp
426_17;426;udp;17;smartsdp;smartsdp
427_6;427;tcp;6;svrloc;Server Location
427_17;427;udp;17;svrloc;Server Location
428_6;428;tcp;6;ocs-cmu;"OCS_CMU IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
428_17;428;udp;17;ocs-cmu;"OCS_CMU IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
429_6;429;tcp;6;ocs-amu;"OCS_AMU IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
429_17;429;udp;17;ocs-amu;"OCS_AMU IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
430_6;430;tcp;6;utmpsd;UTMPSD
430_17;430;udp;17;utmpsd;UTMPSD
431_6;431;tcp;6;utmpcd;UTMPCD
431_17;431;udp;17;utmpcd;UTMPCD
432_6;432;tcp;6;iasd;IASD
432_17;432;udp;17;iasd;IASD
433_6;433;tcp;6;nnsp;NNTP for transit servers (NNSP)
433_17;433;udp;17;nnsp;NNTP for transit servers (NNSP)
434_6;434;tcp;6;mobileip-agent;MobileIP-Agent
434_17;434;udp;17;mobileip-agent;MobileIP-Agent
435_6;435;tcp;6;mobilip-mn;MobilIP-MN
435_17;435;udp;17;mobilip-mn;MobilIP-MN
436_6;436;tcp;6;dna-cml;DNA-CML
436_17;436;udp;17;dna-cml;DNA-CML
437_6;437;tcp;6;comscm;comscm
437_17;437;udp;17;comscm;comscm
438_6;438;tcp;6;dsfgw;dsfgw
438_17;438;udp;17;dsfgw;dsfgw
439_6;439;tcp;6;dasp;dasp
439_17;439;udp;17;dasp;dasp
440_6;440;tcp;6;sgcp;sgcp
440_17;440;udp;17;sgcp;sgcp
441_6;441;tcp;6;decvms-sysmgt;decvms-sysmgt
441_17;441;udp;17;decvms-sysmgt;decvms-sysmgt
442_6;442;tcp;6;cvc-hostd;"cvc_hostd IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
442_17;442;udp;17;cvc-hostd;"cvc_hostd IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
443_6;443;tcp;6;https;http protocol over TLS/SSL
443_17;443;udp;17;https;http protocol over TLS/SSL
443_132;443;sctp;132;https;HTTPS
444_6;444;tcp;6;snpp;Simple Network Paging Protocol
444_17;444;udp;17;snpp;Simple Network Paging Protocol
445_6;445;tcp;6;microsoft-ds;Microsoft-DS
445_17;445;udp;17;microsoft-ds;Microsoft-DS
446_6;446;tcp;6;ddm-rdb;DDM-Remote Relational Database Access
446_17;446;udp;17;ddm-rdb;DDM-Remote Relational Database Access
447_6;447;tcp;6;ddm-dfm;DDM-Distributed File Management
447_17;447;udp;17;ddm-dfm;DDM-Distributed File Management
448_6;448;tcp;6;ddm-ssl;DDM-Remote DB Access Using Secure Sockets
448_17;448;udp;17;ddm-ssl;DDM-Remote DB Access Using Secure Sockets
449_6;449;tcp;6;as-servermap;AS Server Mapper
449_17;449;udp;17;as-servermap;AS Server Mapper
450_6;450;tcp;6;tserver;Computer Supported Telecomunication Applications
450_17;450;udp;17;tserver;Computer Supported Telecomunication Applications
451_6;451;tcp;6;sfs-smp-net;Cray Network Semaphore server
451_17;451;udp;17;sfs-smp-net;Cray Network Semaphore server
452_6;452;tcp;6;sfs-config;Cray SFS config server
452_17;452;udp;17;sfs-config;Cray SFS config server
453_6;453;tcp;6;creativeserver;CreativeServer
453_17;453;udp;17;creativeserver;CreativeServer
454_6;454;tcp;6;contentserver;ContentServer
454_17;454;udp;17;contentserver;ContentServer
455_6;455;tcp;6;creativepartnr;CreativePartnr
455_17;455;udp;17;creativepartnr;CreativePartnr
456_6;456;tcp;6;macon-tcp;macon-tcp
456_17;456;udp;17;macon-udp;macon-udp
457_6;457;tcp;6;scohelp;scohelp
457_17;457;udp;17;scohelp;scohelp
458_6;458;tcp;6;appleqtc;apple quick time
458_17;458;udp;17;appleqtc;apple quick time
459_6;459;tcp;6;ampr-rcmd;ampr-rcmd
459_17;459;udp;17;ampr-rcmd;ampr-rcmd
460_6;460;tcp;6;skronk;skronk
460_17;460;udp;17;skronk;skronk
461_6;461;tcp;6;datasurfsrv;DataRampSrv
461_17;461;udp;17;datasurfsrv;DataRampSrv
462_6;462;tcp;6;datasurfsrvsec;DataRampSrvSec
462_17;462;udp;17;datasurfsrvsec;DataRampSrvSec
463_6;463;tcp;6;alpes;alpes
463_17;463;udp;17;alpes;alpes
464_6;464;tcp;6;kpasswd;kpasswd
464_17;464;udp;17;kpasswd;kpasswd
465_17;465;udp;17;igmpv3lite;IGMP over UDP for SSM
466_6;466;tcp;6;digital-vrc;digital-vrc
466_17;466;udp;17;digital-vrc;digital-vrc
467_6;467;tcp;6;mylex-mapd;mylex-mapd
467_17;467;udp;17;mylex-mapd;mylex-mapd
468_6;468;tcp;6;photuris;proturis
468_17;468;udp;17;photuris;proturis
469_6;469;tcp;6;rcp;Radio Control Protocol
469_17;469;udp;17;rcp;Radio Control Protocol
470_6;470;tcp;6;scx-proxy;scx-proxy
470_17;470;udp;17;scx-proxy;scx-proxy
471_6;471;tcp;6;mondex;Mondex
471_17;471;udp;17;mondex;Mondex
472_6;472;tcp;6;ljk-login;ljk-login
472_17;472;udp;17;ljk-login;ljk-login
473_6;473;tcp;6;hybrid-pop;hybrid-pop
473_17;473;udp;17;hybrid-pop;hybrid-pop
474_6;474;tcp;6;tn-tl-w1;tn-tl-w1
474_17;474;udp;17;tn-tl-w2;tn-tl-w2
475_6;475;tcp;6;tcpnethaspsrv;tcpnethaspsrv
475_17;475;udp;17;tcpnethaspsrv;tcpnethaspsrv
476_6;476;tcp;6;tn-tl-fd1;tn-tl-fd1
476_17;476;udp;17;tn-tl-fd1;tn-tl-fd1
477_6;477;tcp;6;ss7ns;ss7ns
477_17;477;udp;17;ss7ns;ss7ns
478_6;478;tcp;6;spsc;spsc
478_17;478;udp;17;spsc;spsc
479_6;479;tcp;6;iafserver;iafserver
479_17;479;udp;17;iafserver;iafserver
480_6;480;tcp;6;iafdbase;iafdbase
480_17;480;udp;17;iafdbase;iafdbase
481_6;481;tcp;6;ph;Ph service
481_17;481;udp;17;ph;Ph service
482_6;482;tcp;6;bgs-nsi;bgs-nsi
482_17;482;udp;17;bgs-nsi;bgs-nsi
483_6;483;tcp;6;ulpnet;ulpnet
483_17;483;udp;17;ulpnet;ulpnet
484_6;484;tcp;6;integra-sme;Integra Software Management Environment
484_17;484;udp;17;integra-sme;Integra Software Management Environment
485_6;485;tcp;6;powerburst;Air Soft Power Burst
485_17;485;udp;17;powerburst;Air Soft Power Burst
486_6;486;tcp;6;avian;avian
486_17;486;udp;17;avian;avian
487_6;487;tcp;6;saft;saft Simple Asynchronous File Transfer
487_17;487;udp;17;saft;saft Simple Asynchronous File Transfer
488_6;488;tcp;6;gss-http;gss-http
488_17;488;udp;17;gss-http;gss-http
489_6;489;tcp;6;nest-protocol;nest-protocol
489_17;489;udp;17;nest-protocol;nest-protocol
490_6;490;tcp;6;micom-pfs;micom-pfs
490_17;490;udp;17;micom-pfs;micom-pfs
491_6;491;tcp;6;go-login;go-login
491_17;491;udp;17;go-login;go-login
492_6;492;tcp;6;ticf-1;Transport Independent Convergence for FNA
492_17;492;udp;17;ticf-1;Transport Independent Convergence for FNA
493_6;493;tcp;6;ticf-2;Transport Independent Convergence for FNA
493_17;493;udp;17;ticf-2;Transport Independent Convergence for FNA
494_6;494;tcp;6;pov-ray;POV-Ray
494_17;494;udp;17;pov-ray;POV-Ray
495_6;495;tcp;6;intecourier;intecourier
495_17;495;udp;17;intecourier;intecourier
496_6;496;tcp;6;pim-rp-disc;PIM-RP-DISC
496_17;496;udp;17;pim-rp-disc;PIM-RP-DISC
497_6;497;tcp;6;retrospect;Retrospect backup and restore service
497_17;497;udp;17;retrospect;Retrospect backup and restore service
498_6;498;tcp;6;siam;siam
498_17;498;udp;17;siam;siam
499_6;499;tcp;6;iso-ill;ISO ILL Protocol
499_17;499;udp;17;iso-ill;ISO ILL Protocol
500_6;500;tcp;6;isakmp;isakmp
500_17;500;udp;17;isakmp;isakmp
501_6;501;tcp;6;stmf;STMF
501_17;501;udp;17;stmf;STMF
502_6;502;tcp;6;mbap;Modbus Application Protocol
502_17;502;udp;17;mbap;Modbus Application Protocol
503_6;503;tcp;6;intrinsa;Intrinsa
503_17;503;udp;17;intrinsa;Intrinsa
504_6;504;tcp;6;citadel;citadel
504_17;504;udp;17;citadel;citadel
505_6;505;tcp;6;mailbox-lm;mailbox-lm
505_17;505;udp;17;mailbox-lm;mailbox-lm
506_6;506;tcp;6;ohimsrv;ohimsrv
506_17;506;udp;17;ohimsrv;ohimsrv
507_6;507;tcp;6;crs;crs
507_17;507;udp;17;crs;crs
508_6;508;tcp;6;xvttp;xvttp
508_17;508;udp;17;xvttp;xvttp
509_6;509;tcp;6;snare;snare
509_17;509;udp;17;snare;snare
510_6;510;tcp;6;fcp;FirstClass Protocol
510_17;510;udp;17;fcp;FirstClass Protocol
511_6;511;tcp;6;passgo;PassGo
511_17;511;udp;17;passgo;PassGo
512_6;512;tcp;6;exec;"remote process execution; authentication performed using passwords and UNIX login names"
513_6;513;tcp;6;login;"remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
513_17;513;udp;17;who;maintains data bases showing who's logged in to machines on a local net and the load average of the machine
514_6;514;tcp;6;shell;cmd like exec, but automatic authentication is performed as for login server
514_17;514;udp;17;syslog;
515_6;515;tcp;6;printer;spooler
515_17;515;udp;17;printer;spooler
516_6;516;tcp;6;videotex;videotex
516_17;516;udp;17;videotex;videotex
517_6;517;tcp;6;talk;like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)
517_17;517;udp;17;talk;like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)
518_6;518;tcp;6;ntalk;
518_17;518;udp;17;ntalk;
519_6;519;tcp;6;utime;unixtime
519_17;519;udp;17;utime;unixtime
520_6;520;tcp;6;efs;extended file name server
520_17;520;udp;17;router;"local routing process (on site); uses variant of Xerox NS routing information protocol - RIP"
521_6;521;tcp;6;ripng;ripng
521_17;521;udp;17;ripng;ripng
522_6;522;tcp;6;ulp;ULP
522_17;522;udp;17;ulp;ULP
523_6;523;tcp;6;ibm-db2;IBM-DB2
523_17;523;udp;17;ibm-db2;IBM-DB2
524_6;524;tcp;6;ncp;NCP
524_17;524;udp;17;ncp;NCP
525_6;525;tcp;6;timed;timeserver
525_17;525;udp;17;timed;timeserver
526_6;526;tcp;6;tempo;newdate
526_17;526;udp;17;tempo;newdate
527_6;527;tcp;6;stx;Stock IXChange
527_17;527;udp;17;stx;Stock IXChange
528_6;528;tcp;6;custix;Customer IXChange
528_17;528;udp;17;custix;Customer IXChange
529_6;529;tcp;6;irc-serv;IRC-SERV
529_17;529;udp;17;irc-serv;IRC-SERV
530_6;530;tcp;6;courier;rpc
530_17;530;udp;17;courier;rpc
531_6;531;tcp;6;conference;chat
531_17;531;udp;17;conference;chat
532_6;532;tcp;6;netnews;readnews
532_17;532;udp;17;netnews;readnews
533_6;533;tcp;6;netwall;for emergency broadcasts
533_17;533;udp;17;netwall;for emergency broadcasts
534_6;534;tcp;6;windream;windream Admin
534_17;534;udp;17;windream;windream Admin
535_6;535;tcp;6;iiop;iiop
535_17;535;udp;17;iiop;iiop
536_6;536;tcp;6;opalis-rdv;opalis-rdv
536_17;536;udp;17;opalis-rdv;opalis-rdv
537_6;537;tcp;6;nmsp;Networked Media Streaming Protocol
537_17;537;udp;17;nmsp;Networked Media Streaming Protocol
538_6;538;tcp;6;gdomap;gdomap
538_17;538;udp;17;gdomap;gdomap
539_6;539;tcp;6;apertus-ldp;Apertus Technologies Load Determination
539_17;539;udp;17;apertus-ldp;Apertus Technologies Load Determination
540_6;540;tcp;6;uucp;uucpd
540_17;540;udp;17;uucp;uucpd
541_6;541;tcp;6;uucp-rlogin;uucp-rlogin
541_17;541;udp;17;uucp-rlogin;uucp-rlogin
542_6;542;tcp;6;commerce;commerce
542_17;542;udp;17;commerce;commerce
543_6;543;tcp;6;klogin;
543_17;543;udp;17;klogin;
544_6;544;tcp;6;kshell;krcmd
544_17;544;udp;17;kshell;krcmd
545_6;545;tcp;6;appleqtcsrvr;appleqtcsrvr
545_17;545;udp;17;appleqtcsrvr;appleqtcsrvr
546_6;546;tcp;6;dhcpv6-client;DHCPv6 Client
546_17;546;udp;17;dhcpv6-client;DHCPv6 Client
547_6;547;tcp;6;dhcpv6-server;DHCPv6 Server
547_17;547;udp;17;dhcpv6-server;DHCPv6 Server
548_6;548;tcp;6;afpovertcp;AFP over TCP
548_17;548;udp;17;afpovertcp;AFP over TCP
549_6;549;tcp;6;idfp;IDFP
549_17;549;udp;17;idfp;IDFP
550_6;550;tcp;6;new-rwho;new-who
550_17;550;udp;17;new-rwho;new-who
551_6;551;tcp;6;cybercash;cybercash
551_17;551;udp;17;cybercash;cybercash
552_6;552;tcp;6;devshr-nts;DeviceShare
552_17;552;udp;17;devshr-nts;DeviceShare
553_6;553;tcp;6;pirp;pirp
553_17;553;udp;17;pirp;pirp
554_6;554;tcp;6;rtsp;Real Time Streaming Protocol (RTSP)
554_17;554;udp;17;rtsp;Real Time Streaming Protocol (RTSP)
555_6;555;tcp;6;dsf;
555_17;555;udp;17;dsf;
556_6;556;tcp;6;remotefs;rfs server
556_17;556;udp;17;remotefs;rfs server
557_6;557;tcp;6;openvms-sysipc;openvms-sysipc
557_17;557;udp;17;openvms-sysipc;openvms-sysipc
558_6;558;tcp;6;sdnskmp;SDNSKMP
558_17;558;udp;17;sdnskmp;SDNSKMP
559_6;559;tcp;6;teedtap;TEEDTAP
559_17;559;udp;17;teedtap;TEEDTAP
560_6;560;tcp;6;rmonitor;rmonitord
560_17;560;udp;17;rmonitor;rmonitord
561_6;561;tcp;6;monitor;
561_17;561;udp;17;monitor;
562_6;562;tcp;6;chshell;chcmd
562_17;562;udp;17;chshell;chcmd
563_6;563;tcp;6;nntps;nntp protocol over TLS/SSL (was snntp)
563_17;563;udp;17;nntps;nntp protocol over TLS/SSL (was snntp)
564_6;564;tcp;6;9pfs;plan 9 file service
564_17;564;udp;17;9pfs;plan 9 file service
565_6;565;tcp;6;whoami;whoami
565_17;565;udp;17;whoami;whoami
566_6;566;tcp;6;streettalk;streettalk
566_17;566;udp;17;streettalk;streettalk
567_6;567;tcp;6;banyan-rpc;banyan-rpc
567_17;567;udp;17;banyan-rpc;banyan-rpc
568_6;568;tcp;6;ms-shuttle;microsoft shuttle
568_17;568;udp;17;ms-shuttle;microsoft shuttle
569_6;569;tcp;6;ms-rome;microsoft rome
569_17;569;udp;17;ms-rome;microsoft rome
570_6;570;tcp;6;meter;demon
570_17;570;udp;17;meter;demon
571_6;571;tcp;6;meter;udemon
571_17;571;udp;17;meter;udemon
572_6;572;tcp;6;sonar;sonar
572_17;572;udp;17;sonar;sonar
573_6;573;tcp;6;banyan-vip;banyan-vip
573_17;573;udp;17;banyan-vip;banyan-vip
574_6;574;tcp;6;ftp-agent;FTP Software Agent System
574_17;574;udp;17;ftp-agent;FTP Software Agent System
575_6;575;tcp;6;vemmi;VEMMI
575_17;575;udp;17;vemmi;VEMMI
576_6;576;tcp;6;ipcd;ipcd
576_17;576;udp;17;ipcd;ipcd
577_6;577;tcp;6;vnas;vnas
577_17;577;udp;17;vnas;vnas
578_6;578;tcp;6;ipdd;ipdd
578_17;578;udp;17;ipdd;ipdd
579_6;579;tcp;6;decbsrv;decbsrv
579_17;579;udp;17;decbsrv;decbsrv
580_6;580;tcp;6;sntp-heartbeat;SNTP HEARTBEAT
580_17;580;udp;17;sntp-heartbeat;SNTP HEARTBEAT
581_6;581;tcp;6;bdp;Bundle Discovery Protocol
581_17;581;udp;17;bdp;Bundle Discovery Protocol
582_6;582;tcp;6;scc-security;SCC Security
582_17;582;udp;17;scc-security;SCC Security
583_6;583;tcp;6;philips-vc;Philips Video-Conferencing
583_17;583;udp;17;philips-vc;Philips Video-Conferencing
584_6;584;tcp;6;keyserver;Key Server
584_17;584;udp;17;keyserver;Key Server
586_6;586;tcp;6;password-chg;Password Change
586_17;586;udp;17;password-chg;Password Change
587_6;587;tcp;6;submission;Message Submission
587_17;587;udp;17;submission;Message Submission
588_6;588;tcp;6;cal;CAL
588_17;588;udp;17;cal;CAL
589_6;589;tcp;6;eyelink;EyeLink
589_17;589;udp;17;eyelink;EyeLink
590_6;590;tcp;6;tns-cml;TNS CML
590_17;590;udp;17;tns-cml;TNS CML
591_6;591;tcp;6;http-alt;FileMaker, Inc. - HTTP Alternate (see Port 80)
591_17;591;udp;17;http-alt;FileMaker, Inc. - HTTP Alternate (see Port 80)
592_6;592;tcp;6;eudora-set;Eudora Set
592_17;592;udp;17;eudora-set;Eudora Set
593_6;593;tcp;6;http-rpc-epmap;HTTP RPC Ep Map
593_17;593;udp;17;http-rpc-epmap;HTTP RPC Ep Map
594_6;594;tcp;6;tpip;TPIP
594_17;594;udp;17;tpip;TPIP
595_6;595;tcp;6;cab-protocol;CAB Protocol
595_17;595;udp;17;cab-protocol;CAB Protocol
596_6;596;tcp;6;smsd;SMSD
596_17;596;udp;17;smsd;SMSD
597_6;597;tcp;6;ptcnameservice;PTC Name Service
597_17;597;udp;17;ptcnameservice;PTC Name Service
598_6;598;tcp;6;sco-websrvrmg3;SCO Web Server Manager 3
